IATA_code,ICAO_code,AIRPORT_NAME
TAH,NVVW,Whitegrass Airport
TAI,OYTZ,Taiz International Airport
TAJ,,Tadji Airport
TAK,RJOT,Takamatsu Airport
TAL,PATA,Ralph M. Calhoun Memorial Airport
TAM,MMTM,General Francisco Javier Mina International Airport
TAN,YTGA,Tangalooma Airport
TAO,ZSQD,Qingdao Liuting International Airport
TAP,MMTP,Tapachula International Airport
TAQ,,Tarcoola Airport[1]
TAR,LIBG,Taranto-Grottaglie Airport
TAS,UTTT,Tashkent International Airport
TAT,LZTT,Poprad–Tatry Airport
TAU,,Tauramena Airport[1]
TAV,,Tau Airport (FAA: HI36)
TAW,SUTB,Tacuarembó Airport
TAX,WAPT,Taliabu Airport
TAY,EETU,Tartu Airport
TAZ,UTAT,Daşoguz Airport
TBA,,Tabibuga Airport[1]
TBB,VVTH,Dong Tac Airport[1]
TBC,,Tuba City Airport[1] (FAA: T03)
TBD,SKMB,Timbiquí Airport[1]
TBE,,Timbunke Airport[1]
TBF,NGTE,Tabiteuea North Airport[1]
TBG,AYTB,Tabubil Airport[1]
TBH,RPVU,Tugdan Airport
TBI,MYCB,New Bight Airport
TBJ,DTKA,Tabarka–Aïn Draham International Airport
TBK,YTBR,Timber Creek Airport[1]
TBL,YTAB,Tableland Homestead Airport[1]
TBM,WAOW,Tumbang Samba Airport[1]
TBN,KTBN,Waynesville-St. Robert Regional Airport (Forney Field)
TBO,HTTB,Tabora Airport[1]
TBP,SPME,Cap. FAP Pedro Canga Rodríguez Airport
TBQ,,Tarabo Airport[1]
TBR,KTBR,Statesboro–Bulloch County Airport
TBS,UGTB,Tbilisi International Airport
TBT,SBTT,Tabatinga International Airport
TBU,NFTF,Fuaʻamotu International Airport
TBV,,Tabal Airport[1]
TBW,UUOT,Tambov Donskoye Airport
TBY,FBTS,Tshabong Airport[1]
TBZ,OITT,Tabriz International Airport
TCA,YTNK,Tennant Creek Airport
TCB,MYAT,Treasure Cay Airport
TCC,KTCC,Tucumcari Municipal Airport
TCD,SKRA,Tarapacá Airport[1]
TCE,LRTC,Tulcea Danube Delta Airport[1]
TCF,,Tocoa Airport[1]
TCG,ZWTC,Tacheng Airport[1]
TCH,FOOT,Tchibanga Airport[1]
TCI[1],,metropolitan area1
TCJ,,Torembi Airport[1]
TCK,,Tinboli Airport[1]
TCL,KTCL,Tuscaloosa Regional Airport
TCM,KTCM,McChord Field
TCN,MMHC,Tehuacán Airport
TCO,SKCO,La Florida Airport[1]
TCP,HETB,Taba International Airport
TCQ,SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport[1]
TCR,VOTK,Tuticorin Airport[1]
TCS,KTCS,Truth or Consequences Municipal Airport
TCT,,Takotna Airport
TCU,FATN,Thaba Nchu Airport[1]
TCW,YTOC,Tocumwal Airport[1]
TCX,OIMT,Tabas Airport
TCY,FYTE,Terrace Bay Airport[1]
TCZ,ZUTC,Tengchong Tuofeng Airport
TDA,SKTD,Trinidad Airport[1]
TDB,,Tetebedi Airport[1]
TDD,SLTR,Teniente Jorge Henrich Arauz Airport
TDG,RPMW,Tandag Airport
TDJ,HDTJ,Tadjoura Airport[1]
TDK,,Taldykorgan Airport
TDL,SAZT,Tandil Airport
TDN,YTHD,Theda Station Airport[1]
TDO,KTDO,South Lewis County Airport (Ed Carlson Memorial Field)
TDP,SPDR,Trompeteros Airport[1]
TDR,YTDR,Theodore Airport
TDS,AYSS,Sasereme Airport
TDT,,Tanda Tula Airport[1]
TDV,FMSN,Samangoky Airport
TDW,KTDW,Tradewind Airport
TDX,VTBO,Trat Airport
TDZ,KTDZ,Toledo Executive Airport
TEA,MHTE,Tela Airport[1]
TEB,KTEB,Teterboro Airport
TEC,SBTL,Telêmaco Borba Airport[1]
TED,EKTS,Thisted Airport
TEE,DABS,Cheikh Larbi Tébessi Airport[1]
TEF,YTEF,Telfer Airport[1]
TEG,DFET,Tenkodogo Airport
TEH,,Tetlin Airport[1] (FAA: 3T4)
TEI,VETJ,Tezu Airport
TEK,,Tatitlek Airport (FAA: 7KA)
TEL,WBKE,Telupid Airport[1]
TEM,YTEM,Temora Airport[1]
TEN,ZUTR,Tongren Fenghuang Airport
TEO,,Terapo Airport[1]
TEP,,Teptep Airport[1]
TEQ,LTBU,Tekirdağ Çorlu Airport
TER,LPLA,Lajes Field
TES,HHTS,Teseney Airport[1]
TET,FQTT,Chingozi Airport
TEU,NZMO,Te Anau Airport[1] (Manapouri Airport)
TEV,LETL,Teruel Airport[1]
TEX,KTEX,Telluride Regional Airport
TEY,BITE,Thingeyri Airport[1]
TEZ,VETZ,Tezpur Airport
TFB,,Tifalmin Airport[1]
TFF,SBTF,Tefé Airport
TFI,AYTU,Tufi Airport[1]
TFL,SNTO,Teófilo Otoni Airport[1] (Juscelino Kubitscheck Airport)
TFM,AYTE,Telefomin Airport[1]
TFN,GCXO,Tenerife–North Airport (Los Rodeos Airport)
TFR,HE13,Wadi al Jandali Airport[1]
TFS,GCTS,Tenerife–South Airport (Reina Sofia Airport)
TFT,,Taftan Airport[1]
TFU,,Chengdu Tianfu International Airport
TGA,WSAT,Tengah Air Base
TGB,,Tagbita Airport
TGC,WBTM,Tanjung Manis Airport[1]
TGD,LYPG,Podgorica Airport
TGE,,Sharpe Field (FAA: AL73)
TGG,WMKN,Sultan Mahmud Airport
TGH,NVST,Tongoa Airport
TGI,SPGM,Tingo María Airport
TGJ,NWWA,Tiga Airport[1]
TGK,URRT,Taganrog Airport[1]
TGL,,Tagula Airport[1]
TGM,LRTM,Târgu Mureș International Airport
TGN,YLTV,Latrobe Regional Airport[1]
TGO,ZBTL,Tongliao Airport[1]
TGP,UNIP,Podkamennaya Tunguska Airport
TGQ,SWTS,Tangará da Serra Airport[1]
TGR,DAUK,Sidi Mahdi Airport[1]
TGS,,Chokwe Airport[1]
TGT,HTTG,Tanga Airport[1]
TGU,MHTG,Toncontín International Airport
TGV,LBTG,Targovishte Airport[1] (Buhovtsi Airfield)
TGZ,MMTG,Ángel Albino Corzo International Airport
THA,KTHA,Tullahoma Regional Airport (William Northern Field)
THB,FXTA,Thaba Tseka Airport[1]
THC,GLTN,Tchien Airport
THD,VVTX,Tho Xuan Airport
THE,SBTE,Teresina–Senador Petrônio Portella Airport
THG,YTNG,Thangool Airport[1]
THH,,Taharoa Aerodrome[1]
THI,GQNC,Tichitt Airport
THK,VLTK,Thakhek Airport[1]
THL,VYTL,Tachilek Airport
THM,KTHM,Thompson Falls Airport[1]
THN,ESGT,Trollhättan–Vänersborg Airport
THO,BITN,Thorshofn Airport
THP,KTHP,Hot Springs County–Thermopolis Municipal Airport
THQ,ZLTS,Tianshui Maijishan Airport[1]
THR,OIII,Mehrabad International Airport
THS,VTPO,Sukhothai Airport
THT,GQNT,Tamchakett Airport
THU,BGTL,Thule Air Base
THV,KTHV,York Airport
THW,,Trincomalee Harbour Seaplane Base[1]
THX,UOTT,Turukhansk Airport
THY,FATH,P.R. Mphephu Airport[1]
THZ,DRRT,Tahoua Airport
TIA,LATI,Tirana International Airport Nënë Tereza
TIB,SKTB,Tibú Airport[1]
TIC,,Tinak Airport (FAA: N18)
TID,DAOB,Abdelhafid Boussouf Bou Chekif Airport[1]
TIE,HATP,Tippi Airport[1]
TIF,OETF,Ta'if Regional Airport
TIG,,Tingwon Airport[1]
TIH,NTGC,Tikehau Airport[1]
TII,OATN,Tarinkot Airport
TIJ,MMTJ,Tijuana International Airport
TIK,KTIK,Tinker Air Force Base
TIL,,Cheadle Airport[1] (TC: CFQ4)
TIM,WABP,Mozes Kilangin Airport
TIN,DAOF,Tindouf Airport[1]
TIO,VYHN,Tilin Airport[1]
TIP,HLLT,Tripoli International Airport
TIQ,PGWT,Tinian International Airport (West Tinian Airport) (FAA: TNI)
TIR,VOTP,Tirupati Airport
TIU,NZTU,Richard Pearse Airport
TIV,LYTV,Tivat Airport
TIW,KTIW,Tacoma Narrows Airport
TIX,KTIX,Space Coast Regional Airport
TIY,GQND,Tidjikja Airport
TIZ,AYTA,Tari Airport[1]
TJA,SLTJ,Capitán Oriel Lea Plaza Airport
TJB,WIBT,Sei Bati Airport[1]
TJC,,Ticantiquí Airport[1]
TJG,WAON,Warukin Airport[1]
TJH,RJBT,Tajima Airport[1]
TJI,MHTJ,Trujillo Airport[1] (Capiro Airport)
TJK,LTAW,Tokat Airport
TJL,SBTG,Plínio Alarcom Airport
TJM,USTR,Roshchino International Airport
TJN,NTKM,Takume Airport[1]
TJQ,WIKD,H.A.S. Hanandjoeddin Airport (Buluh Tumbang Airport)
TJS,WAGD,Tanjung Harapan Airport[1]
TJU,UTDK,Kulob Airport[1]
TJV,VOTJ,Thanjavur Air Force Station[1]
TKA,PATK,Talkeetna Airport
TKB,,Tekadu Airport[1]
TKC,FKKC,Tiko Airport[1]
TKD,DGTK,Takoradi Airport
TKE,,Tenakee Seaplane Base[1]
TKF,KTRK,Truckee Tahoe Airport (FAA: TRK)
TKG,WILL,Radin Inten II Airport
TKH,VTPI,Takhli Royal Thai Air Force Base[1]
TKI,,Tokeen Seaplane Base (FAA: 57A)
TKJ,PFTO,Tok Junction Airport[1] (FAA: 6K8)
TKK,PTKK,Chuuk International Airport
TKL,,Taku Lodge Seaplane Base[1]
TKN,RJKN,Tokunoshima Airport[1]
TKO,FXTK,Tlokoeng Airport[1]
TKP,NTGT,Takapoto Airport[1]
TKQ,HTKA,Kigoma Airport
TKR,VGSG,Thakurgaon Airport[1]
TKS,RJOS,Tokushima Airport[1]
TKT,VTPT,Tak Airport
TKU,EFTU,Turku Airport
TKV,NTGO,Tatakoto Airport[1]
TKW,AYTN,Tekin Airport[1]
TKX,NTKR,Takaroa Airport[1]
TKY,YTKY,Turkey Creek Airport[1]
TKZ,NZTO,Tokoroa Aerodrome[1]
TLA,PATE,Teller Airport (FAA: TER)
TLB,OPTA,Tarbela Dam Airport[1]
TLC,MMTO,Licenciado Adolfo López Mateos International Airport
TLD,FBTL,Tuli Lodge Airport[1]
TLE,FMST,Toliara Airport[1]
TLF,,Telida Airport (FAA: 2K5)
TLG,AGTI,Tulaghi Heliport[1]
TLH,KTLH,Tallahassee International Airport
TLI,WAMI,Sultan Bantilan Airport[1] (Lalos Airport)
TLJ,PATL,Tatalina LRRS Airport
TLK,UECT,Talakan Airport
TLL,EETN,Tallinn Airport (Lennart Meri Tallinn Airport)
TLM,DAON,Zenata – Messali El Hadj Airport[1]
TLN,LFTH,Toulon–Hyères Airport (Hyères Le Palyvestre Airport)
TLO,,Tol Airport[1]
TLP,,Tumolbil Airport[1]
TLQ,ZWTP,Turpan Jiaohe Airport
TLR,KTLR,Mefford Field Airport
TLS,LFBO,Toulouse–Blagnac Airport
TLT,,Tuluksak Airport
TLU,SKTL,Golfo de Morrosquillo Airport[1]
TLV,LLBG,Ben Gurion Airport
TLW,AYVL,Talasea Airport[1]
TLX,SCTL,Panguilemo Airport[1]
TLY,UHWP,Plastun Airport[1]
TLZ,SWKT,Catalão Airport[1]
TMA,KTMA,Henry Tift Myers Airport
TMB,KTMB,Miami Executive Airport
TMC,WADT,Tambolaka Airport[1] (Waikabubak Airport)
TMD,GQNH,Timbedra Airport
TME,SKTM,Gabriel Vargas Santos Airport
TMF,VRNT,Thimarafushi Airport
TMG,WBKM,Tommanggong Airport[1]
TMH,WAKT,Tanah Merah Airport[1]
TMI,VNTR,Tumlingtar Airport[1]
TMJ,UTST,Termez Airport
TMK,,Tam Kỳ Airport[1]
TML,DGLE,Tamale Airport
TMM,FMMT,Toamasina Airport
TMN,NGTM,Tamana Airport[1]
TMO,SVTM,Tumeremo Airport[1]
TMP,EFTP,Tampere–Pirkkala Airport
TMQ,DFEM,Tambao Airport
TMR,DAAT,Aguenar – Hadj Bey Akhamok Airport
TMS,FPST,São Tomé International Airport
TMT,SBTB,Porto Trombetas Airport
TMU,MRTR,Tambor Airport
TMW,YSTW,Tamworth Airport
TMX,DAUT,Timimoun Airport[1]
TMY,,Tiom Airport[1]
TMZ,NZTH,Thames Aerodrome
TNA,ZSJN,Jinan Yaoqiang International Airport
TNB,WRLH,Tanah Grogot Airport[1]
TNC,PATC,Tin City LRRS Airport
TND,MUTD,Alberto Delgado Airport[1]
TNE,RJFG,New Tanegashima Airport[1]
TNF,LFPN,Toussus-le-Noble Airport
TNG,GMTT,Tangier Ibn Battouta Airport
TNH,ZYTN,Tonghua Sanyuanpu Airport
TNI,VIST,Satna Airport
TNJ,WIDN,Raja Haji Fisabilillah Airport
TNK,,Tununak Airport (FAA: 4KA)
TNL,UKLT,Ternopil International Airport
TNM,SCRM,Teniente R. Marsh Airport
TNN,RCNN,Tainan Airport
TNO,MRTM,Tamarindo Airport
TNP,KTNP,Twentynine Palms Airport
TNQ,,Teraina Airport
TNR,FMMI,Ivato International Airport
TNS,,Tungsten (Cantung) Airport[1] (TC: CBX5)
TNT,KTNT,Dade-Collier Training and Transition Airport
TNU,KTNU,Newton Municipal Airport
TNV,,Tabuaeran Island Airport[1]
TNW,SEJD,Jumandy Airport[1]
TNX,VDST,Steung Treng Airport[1]
TNZ,ZMTL,Tosontsengel Airport[1]
TOA,KTOA,Zamperini Field
TOB,HLGN,Tobruk Airport
TOC,KTOC,Toccoa Airport (R.G. LeTourneau Field)
TOD,WMBT,Tioman Airport
TOE,DTTZ,Tozeur–Nefta International Airport
TOF,UNTT,Bogashevo Airport
TOG,PATG,Togiak Airport
TOH,NVSD,Torres Airport[1]
TOI,KTOI,Troy Municipal Airport
TOJ,LETO,Madrid–Torrejón Airport
TOK,,Torokina Airport[1]
TOL,KTOL,Toledo Express Airport
TOM,GATB,Timbuktu Airport
TON,,Tonu Airport[1]
TOO,MRSV,San Vito de Java Airport[1]
TOP,KTOP,Philip Billard Municipal Airport
TOQ,SCBE,Barriles Airport[1]
TOR,KTOR,Torrington Municipal Airport
TOS,ENTC,"Tromsø Airport, Langnes"
TOT,SMCO,Totness Airstrip
TOU,NWWU,Touho Airport[1]
TOV,,West End Seaplane Base[1]
TOW,SBTD,Luiz dal Canalle Filho Airport[1]
TOX,USTO,Tobolsk Airport[1]
TOY,RJNT,Toyama Airport
TOZ,DITM,Mahana Airport[1]
TPA,KTPA,Tampa International Airport
TPC,SETR,Tarapoa Airport[1]
TPE,RCTP,Taiwan Taoyuan International Airport
TPF,KTPF,Peter O. Knight Airport
TPG,WMBI,Taiping Airport[1]
TPH,KTPH,Tonopah Airport
TPI,AYTI,Tapini Airport[1]
TPJ,VNTJ,Taplejung Airport[1]
TPK,WITA,Teuku Cut Ali Airport[1]
TPL,KTPL,Draughon–Miller Central Texas Regional Airport
TPN,SETI,Tiputini Airport[1]
TPP,SPST,Cad. FAP Guillermo del Castillo Paredes Airport[1]
TPQ,MMEP,Amado Nervo International Airport
TPR,YTMP,Tom Price Airport
TPS,LICT,Vincenzo Florio Airport Trapani–Birgi
TPT,,Tapeta Airport[1]
TPU,VNTP,Tikapur Airport[1]
TPX,NTTU,Tupai Airport[1]
TQD,ORAT,Al-Taqaddum Air Base[1]
TQL,USDS,Tarko-Sale Airport[1]
TQN,OATQ,Taloqan Airport
TQP,YTEE,Trepell Airport
TQQ,,Maranggo Airport[1]
TQS,SKTQ,Captain Ernesto Esguerra Cubides Air Base[1]
TRA,RORT,Tarama Airport[1]
TRB,SKTU,Gonzalo Mejía Airport[1]
TRC,MMTC,Francisco Sarabia International Airport (Torreón Int'l)
TRD,ENVA,"Trondheim Airport, Værnes"
TRE,EGPU,Tiree Airport
TRF,ENTO,"Sandefjord Airport, Torp"
TRG,NZTG,Tauranga Airport
TRH,,Trona Airport (FAA: L72)
TRI,KTRI,Tri-Cities Regional Airport
TRJ,AYTT,Tarakbits Airport[1]
TRK,WALR,Juwata International Airport
TRL,KTRL,Terrell Municipal Airport
TRM,KTRM,Jacqueline Cochran Regional Airport
TRN,LIMF,Turin Airport (Caselle Airport)
TRO,YTRE,Taree Airport[1]
TRQ,SBTK,José Galera dos Santos Airport[1]
TRR,VCCT,China Bay Airport
TRS,LIPQ,Trieste – Friuli Venezia Giulia Airport (Ronchi dei Legionari Airport)
TRU,SPRU,FAP Captain Carlos Martínez de Pinillos International Airport
TRV,VOTV,Trivandrum International Airport
TRW,NGTA,Bonriki International Airport
TRX,KTRX,Trenton Municipal Airport
TRY,HUTO,Tororo Airport[1]
TRZ,VOTR,Tiruchirappalli International Airport
TSA,RCSS,Taipei Songshan Airport
TSB,FYTM,Tsumeb Airport[1]
TSC,SETH,Taisha Airport[1]
TSD,,Tshipise Airport[1]
TSE,UACC,Astana International Airport
TSF,LIPH,Treviso-Sant'Angelo Airport
TSG,,Tanacross Airport
TSH,FZUK,Tshikapa Airport[1]
TSI,,Tsile Tsile Airport[1]
TSJ,RJDT,Tsushima Airport
TSK,,Taskul Airport[1]
TSL,MMTN,Tamuín National Airport
TSM,KSKX,Taos Regional Airport (FAA: SKX)
TSN,ZBTJ,Tianjin Binhai International Airport
TSP,KTSP,Tehachapi Municipal Airport
TSQ,SBTR,Torres Airport[1]
TSR,LRTR,Timișoara Traian Vuia International Airport
TST,VTST,Trang Airport
TSU,NGTS,Tabiteuea South Airport[1]
TSV,YBTL,Townsville Airport
TSW,,Tsewi Airport[1]
TSY,WICM,Tasikmalaya Airport[1] (Wiriadinata Airport)
TSX,WRLT,Tanjung Santan Airport[1]
TSZ,ZMTG,Tsetserleg Airport
TTA,GMAT,Tan Tan Airport (Plage Blanche Airport)
TTB,LIET,Tortolì Airport (Arbatax Airport)
TTC,SCTT,Las Breas Airport[1]
TTD,KTTD,Portland–Troutdale Airport
TTE,WAEE,Sultan Babullah Airport[1]
TTG,SAST,"Tartagal ""General Enrique Mosconi"" Airport"
TTH,OOTH,RAFO Thumrait[1]
TTI,NTTE,Tetiaroa Airport[1]
TTJ,RJOR,Tottori Airport[1]
TTL,,Turtle Island Seaplane Base[1]
TTM,,Tablón de Tamará Airport
TTN,KTTN,Trenton–Mercer Airport
TTO,KBTN,Britton Municipal Airport (FAA: BTN)
TTQ,MRBT,Tortuguero Airport (Barra de Tortuguero Airport)
TTR,WAWT,Pongtiku Airport[1]
TTS,FMNT,Tsaratanana Airport
TTT,RCFN,Taitung Airport (Taitung Fongnian Airport)
TTU,,Sania Ramel Airport
TTW,,Tissa Tank Waterdrome[1]
TTX,YTST,Truscott-Mungalalu Airport[1]
TUA,SETU,Teniente Coronel Luis a Mantilla International Airport
TUB,NTAT,Tubuai – Mataura Airport[1]
TUC,SANT,Teniente General Benjamín Matienzo International Airport
TUD,GOTT,Tambacounda Airport
TUF,LFOT,Tours Val de Loire Airport
TUG,RPUT,Tuguegarao Airport
TUI,OETR,Turaif Domestic Airport[1]
TUJ,HAMJ,Tum Airport[1]
TUK,OPTU,Turbat International Airport
TUL,KTUL,Tulsa International Airport
TUM,YTMU,Tumut Airport[1]
TUN,DTTA,Tunis–Carthage International Airport
TUO,NZAP,Taupo Airport
TUP,KTUP,Tupelo Regional Airport
TUQ,DFOT,Tougan Airport
TUR,SBTU,Tucuruí Airport[1]
TUS,KTUS,Tucson International Airport
TUT,,Tauta Airport[1]
TUU,OETB,Tabuk Regional Airport
TUV,SVTC,San Rafael Airport[1]
TUW,,Tubala Airport[1]
TUX,,Tumbler Ridge Airport[1] (TC: CBX7)
TUY,,Tulum Airport
TUZ,,Tucumã Airport[1]
TVA,FMMR,Morafenobe Airport[1]
TVC,KTVC,Cherry Capital Airport
TVF,KTVF,Thief River Falls Regional Airport
TVI,KTVI,Thomasville Regional Airport
TVL,KTVL,Lake Tahoe Airport
TVS,ZBTS,Tangshan Sannühe Airport
TVU,NFNM,Matei Airport
TVY,VYDW,Dawei Airport
TWA,,Twin Hills Airport (FAA: A63)
TWB,YTWB,Toowoomba City Aerodrome[1]
TWD,,Jefferson County International Airport (FAA: 0S9)
TWE,,Taylor Airport (FAA: AK49)
TWF,KTWF,Magic Valley Regional Airport (Joslin Field)
TWN,,Tewantin Airport[1]
TWP,,Torwood Airport[1]
TWT,RPMN,Sanga-Sanga Airport
TWU,WBKW,Tawau Airport
TWY,,Tawa Airport[1]
TWZ,NZUK,Pukaki Airport[1] (Twizel Airport)
TXF,SNTF,Teixeira de Freitas Airport[1] (9 de maio Airport)
TXK,KTXK,Texarkana Regional Airport (Webb Field)
TXL,EDDT,Berlin Tegel Airport
TXM,WAST,Teminabuan Airport[1]
TXN,ZSTX,Huangshan Tunxi International Airport[1]
TXR,,Tanbar Airport[1]
TXU,DITB,Tabou Airport[1]
TYA,UUBT,Klokovo Airport[1]
TYB,YTIB,Tibooburra Airport[1]
TYD,UHBW,Tynda Airport
TYE,,Tyonek Airport
TYF,ESST,Torsby Airport[1]
TYG,,Thylungra Airport[1]
TYL,SPYL,Capitán FAP Víctor Montes Arias International Airport
TYM,MYES,Staniel Cay Airport[1]
TYN,ZBYN,Taiyuan Wusu International Airport
TYO[1],,metropolitan area2
TYP,YTMY,Tobermorey Airport[1]
TYR,KTYR,Tyler Pounds Regional Airport
TYS,KTYS,McGhee Tyson Airport
TYT,SUTR,Treinta y Tres Airport
TYZ,KTYL,Taylor Airport (FAA: TYL)
TZA,,Belize City Municipal Airport
TZC,KCFS,Tuscola Area Airport[1] (FAA: CFS)
TZL,LQTZ,Tuzla International Airport
TZM,,Cupul National Airport
TZN,MYAK,South Andros Airport (Congo Town Airport)
TZO,,Tsimiroro Airport[1]
TZX,LTCG,Trabzon Airport
UAB,LTAG,Incirlik Air Base[1]
UAC,,San Luis Río Colorado Airport[1]
UAE,,Mount Aue Airport[1]
UAH,NTMU,Ua Huka Airport[1]
UAI,WPDB,Suai Airport[1]
UAK,BGBW,Narsarsuaq Airport
UAL,FNUA,Luau Airport
UAM,PGUA,Andersen Air Force Base
UAP,NTMP,Ua Pou Airport[1]
UAQ,SANU,Domingo Faustino Sarmiento Airport
UAR,GMFB,Bouarfa Airport[1]
UAS,HKSB,Samburu Airport[1] (Buffalo Spring Airport)
UAX,,Uaxactun Airport[1]
UBA,SBUR,Mário de Almeida Franco Airport
UBB,YMAA,Mabuiag Island Airport[1]
UBI,,Buin Airport[1]
UBJ,RJDC,Yamaguchi Ube Airport
UBP,VTUU,Ubon Ratchathani Airport
UBR,WAJU,Ubrub Airport[1]
UBS,KUBS,Columbus-Lowndes County Airport
UBT,SDUB,Ubatuba Airport[1] (Gastão Madeira Airport)
UBU,YKAL,Kalumburu Airport[1]
UCB,,Ulanqab Airport[1]
UCC,KUCC,Yucca Airstrip (FAA: NV11)
UCE,,Eunice Airport (FAA: 4R7)
UCK,UKLC,Lutsk Airport[1]
UCN,GLBU,Buchanan Airport
UCT,UUYH,Ukhta Airport
UCY,KUCY,Everett–Stewart Regional Airport
UDA,YUDA,Undara Airport[1]
UDD,KUDD,Bermuda Dunes Airport
UDE,EHVK,Volkel Air Base
UDI,SBUL,Ten. Cel. Av. César Bombonato Airport
UDJ,UKLU,Uzhhorod International Airport[1]
UDN,LIPD,Campoformido Airport[1]
UDR,VAUD,Maharana Pratap Airport
UEE,YQNS,Queenstown Airport[1]
UEL,FQQL,Quelimane Airport
UEN,USDU,Urengoy Airport[1]
UEO,ROKJ,Kumejima Airport[1]
UES,KUES,Waukesha County Airport (Crites Field)
UET,OPQT,Quetta International Airport
UFA,UWUU,Ufa International Airport
UGA,ZMBN,Bulgan Airport
UGB,,Ugashik Bay Airport
UGC,UTNU,Urgench International Airport
UGI,,San Juan (Uganik) Seaplane Base (FAA: WSJ)
UGN,KUGN,Waukegan National Airport
UGO,FNUG,Uíge Airport[1]
UGS,,Ugashik Airport (FAA: 9A8)
UGT,ZMBR,Bulagtai Airport[1]
UGU,,Bilogai Airport[1]
UHE,LKKU,Kunovice Airport
UIB,SKUI,El Caraño Airport
UIH,VVPC,Phu Cat Airport
UII,MHUT,Útila Airport
UIK,UIBS,Ust-Ilimsk Airport
UIL,KUIL,Quillayute Airport
UIN,KUIN,Quincy Regional Airport (Baldwin Field)
UIO,SEQM,Mariscal Sucre International Airport
UIP,LFRQ,Quimper–Cornouaille Airport (Pluguffan)
UIQ,NVVQ,Quoin Hill Airfield
UIR,YQDI,Quirindi Airport[1]
UIT,,Jaluit Airport (FAA: N55)
UJE,,Ujae Airport
UJN,RKTL,Uljin Airport[1]
UJU,ZKUJ,Uiju Airfield[1]
UKA,HKUK,Ukunda Airport[1] (Diani Airport)
UKB,RJBE,Kobe Airport
UKG,UEBT,Ust-Kuyga Airport
UKH,OOMK,Mukhaizna Airport[1]
UKI,KUKI,Ukiah Municipal Airport
UKK,UASK,Oskemen Airport (Ust-Kamenogorsk Airport)
UKN,,Waukon Municipal Airport (FAA: Y01)
UKR,OYMK,Mukeiras Airport[1]
UKS,UKFB,Sevastopol International Airport[1]
UKT,KUKT,Quakertown Airport
UKU,,Nuku Airport[1]
UKX,UITT,Ust-Kut Airport
ULA,SAWJ,Capitán José Daniel Vazquez Airport[1]
ULB,NVSU,Ulei Airport[1]
ULD,FAUL,Ulundi Airport[1]
ULE,,Sule Airport[1]
ULG,ZMUL,Ölgii Airport[1]
ULH,OEAO,Prince Abdul Majeed bin Abdulaziz Domestic Airport[1]
ULI,,Ulithi Airport (FAA: TT02)
ULK,UERL,Lensk Airport[1]
ULL,,Glenforsa Airfield[1]
ULM,KULM,New Ulm Municipal Airport
ULN,ZMUB,Chinggis Khaan International Airport
ULO,ZMUG,Ulaangom Airport
ULP,YQLP,Quilpie Airport[1]
ULQ,SKUL,Heriberto Gíl Martínez Airport[1]
ULS,,Mulatos Airport
ULU,HUGU,Gulu Airport[1]
ULV,UWLL,Ulyanovsk Baratayevka Airport
ULX,,Ulusaba Airstrip[1]
ULY,UWLW,Ulyanovsk Vostochny Airport
ULZ,ZMDN,Donoi Airport[1]
UMA,,Punta de Maisí Airport
UMC,,Umba Airport[1]
UMD,,Uummannaq Heliport
UME,ESNU,Umeå Airport
UMI,SPIL,Quince Mil Airport[1]
UMM,PAST,Summit Airport
UMR,YPWR,RAAF Woomera Airfield[1]
UMS,UEMU,Ust-Maya Airport
UMT,PAUM,Umiat Airport
UMU,SSUM,Orlando de Carvalho Airport[1]
UMY,UKHS,Sumy Airport[1]
UNA,SBTC,Una-Comandatuba Airport[1]
UNC,,Unguía Airport
UND,OAUZ,Kunduz Airport
UNE,FXQN,Qacha's Nek Airport[1]
UNG,AYKI,Kiunga Airport[1]
UNI,TVSU,Union Island Airport
UNK,PAUN,Unalakleet Airport
UNN,VTSR,Ranong Airport
UNR,ZMUH,Öndörkhaan Airport
UNT,,Unst Airport[1]
UNU,KUNU,Dodge County Airport
UOA,NTTX,Mururoa Airport[1]
UOL,WAMY,Pogogul Airport
UOS,KUOS,Franklin County Airport
UOX,KUOX,University-Oxford Airport
UPB,MUPB,Playa Baracoa Airport[1]
UPG,WAAA,Sultan Hasanuddin International Airport
UPL,MRUP,Upala Airport
UPN,MMPN,Ignacio López Rayón International Airport
UPP,PHUP,Upolu Airport
UPR,,Upiara Airport[1]
UPV,EGDJ,RAF Upavon[1]
URA,UARR,Oral Ak Zhol Airport
URB,,Castilho Airport[1] (Urubupunga Airport)
URC,ZWWW,Ürümqi Diwopu International Airport
URD,EDQE,Burg Feuerstein Airport[1]
URE,EEKE,Kuressaare Airport
URG,SBUG,Rubem Berta International Airport
URI,SKUB,Uribe Airport
URJ,USHU,Uray Airport
URM,SVUM,Uriman Airport[1]
URN,OAOG,Urgun Airport
URO,LFOP,Rouen Airport (Vallée de Seine Airport)
URR,SKUR,Urrao Airport[1]
URS,UUOK,Kursk Vostochny Airport
URT,VTSB,Surat Thani Airport
URU,,Uroubi Airport[1]
URY,OEGT,Gurayat Domestic Airport[1]
URZ,OARG,Uruzgan Airport
USA,KJQF,Concord Regional Airport (FAA: JQF)
USC,,Union County Airport/Troy Shelton Field (FAA: 35A)
